order_id,customer_id,order_placement_date,on_time,in_full,otif
fjun626721303,789721,2022-06-24,1,1,1
fjun626902401,789902,2022-06-24,0,1,0
fjun626902602,789902,2022-06-24,1,1,1
fjun626903403,789903,2022-06-24,1,0,0
fjun626903502,789903,2022-06-24,0,0,0
fjun627101601,789101,2022-06-24,1,1,1
fjun627102103,789102,2022-06-24,0,0,0
fjun627102601,789102,2022-06-24,1,0,0
fjun627103202,789103,2022-06-24,1,0,0
fjun627121203,789121,2022-06-24,0,1,0
fjun627121302,789121,2022-06-24,0,0,0
fjun627121401,789121,2022-06-24,1,0,0
fjun627121403,789121,2022-06-24,0,0,0
fjun627122102,789122,2022-06-24,1,0,0
fjun627122103,789122,2022-06-24,0,0,0
fjun627201503,789201,2022-06-24,1,1,1
fjun627202203,789202,2022-06-24,1,1,1
fjun627202601,789202,2022-06-24,0,1,0
fjun627203503,789203,2022-06-24,0,1,0
fjun627221402,789221,2022-06-24,0,1,0
fjun627221403,789221,2022-06-24,1,1,1
fjun627301201,789301,2022-06-24,0,1,0
fjun627301502,789301,2022-06-24,1,0,0
fjun627303202,789303,2022-06-24,1,0,0
fjun627303502,789303,2022-06-24,1,0,0
fjun627320603,789320,2022-06-24,1,0,0
fjun627321601,789321,2022-06-24,1,1,1
fjun627321603,789321,2022-06-24,0,1,0
fjun627401403,789401,2022-06-24,0,1,0
fjun627401503,789401,2022-06-24,1,0,0
fjun627402503,789402,2022-06-24,1,0,0
fjun627403302,789403,2022-06-24,1,0,0
fjun627403503,789403,2022-06-24,1,0,0
fjun627420302,789420,2022-06-24,0,1,0
fjun627420402,789420,2022-06-24,0,1,0
fjun627421203,789421,2022-06-24,0,1,0
fjun627421302,789421,2022-06-24,1,0,0
fjun627421602,789421,2022-06-24,0,1,0
fjun627422303,789422,2022-06-24,1,1,1
fjun627422502,789422,2022-06-24,0,0,0
fjun627501403,789501,2022-06-24,1,0,0
fjun627501502,789501,2022-06-24,0,1,0
fjun627503201,789503,2022-06-24,1,1,1
fjun627503401,789503,2022-06-24,0,1,0
fjun627520401,789520,2022-06-24,0,0,0
fjun627521302,789521,2022-06-24,0,1,0
fjun627521401,789521,2022-06-24,1,1,1
fjun627521501,789521,2022-06-24,0,0,0
fjun627522403,789522,2022-06-24,1,1,1
fjun627522502,789522,2022-06-24,0,1,0
fjun627601602,789601,2022-06-24,1,0,0
fjun627601603,789601,2022-06-24,0,1,0
fjun627603203,789603,2022-06-24,1,0,0
fjun627603501,789603,2022-06-24,0,1,0
fjun627621301,789621,2022-06-24,0,0,0
fjun627621603,789621,2022-06-24,1,0,0
fjun627622603,789622,2022-06-24,1,1,1
fjun627702301,789702,2022-06-24,1,0,0
fjun627702603,789702,2022-06-24,0,0,0
fjun627703201,789703,2022-06-24,0,1,0
fjun627703301,789703,2022-06-24,1,0,0
fjun627720301,789720,2022-06-24,0,1,0
fjun627720403,789720,2022-06-24,1,1,1
fjun627720602,789720,2022-06-24,1,1,1
fjun627721402,789721,2022-06-24,1,1,1
fjun627721603,789721,2022-06-24,1,1,1
fjun627902401,789902,2022-06-24,1,1,1
fjun627902403,789902,2022-06-24,0,1,0
fjun627903101,789903,2022-06-24,1,0,0
fjun627903501,789903,2022-06-24,0,0,0
fjun627903603,789903,2022-06-24,1,0,0
fjun626101501,789101,2022-06-25,1,0,0
fjun626102602,789102,2022-06-25,1,0,0
fjun626103503,789103,2022-06-25,1,0,0
fjun626121201,789121,2022-06-25,0,1,0
fjun626121302,789121,2022-06-25,1,1,1
fjun626122402,789122,2022-06-25,1,0,0
fjun626122502,789122,2022-06-25,0,0,0
fjun626201403,789201,2022-06-25,0,1,0
fjun626201602,789201,2022-06-25,1,0,0
fjun626202302,789202,2022-06-25,1,1,1
fjun626202402,789202,2022-06-25,1,1,1
fjun626203201,789203,2022-06-25,0,0,0
fjun626203302,789203,2022-06-25,1,0,0
fjun626203601,789203,2022-06-25,1,1,1
fjun626220501,789220,2022-06-25,1,0,0
fjun626221203,789221,2022-06-25,0,1,0
fjun626221602,789221,2022-06-25,1,1,1
fjun626221603,789221,2022-06-25,0,1,0
fjun626301503,789301,2022-06-25,1,1,1
fjun626303303,789303,2022-06-25,1,0,0
fjun626303601,789303,2022-06-25,1,0,0
fjun626320403,789320,2022-06-25,0,1,0
fjun626320601,789320,2022-06-25,0,0,0
fjun626320603,789320,2022-06-25,1,0,0
fjun626321402,789321,2022-06-25,1,0,0
fjun626402401,789402,2022-06-25,1,1,1
fjun626403502,789403,2022-06-25,1,0,0
fjun626420201,789420,2022-06-25,1,0,0
fjun626420502,789420,2022-06-25,0,0,0
fjun626420602,789420,2022-06-25,0,0,0
fjun626421301,789421,2022-06-25,0,0,0
fjun626422502,789422,2022-06-25,0,0,0
fjun626422503,789422,2022-06-25,0,1,0
fjun626501303,789501,2022-06-25,1,1,1
fjun626501502,789501,2022-06-25,1,1,1
fjun626501603,789501,2022-06-25,0,1,0
fjun626503501,789503,2022-06-25,0,0,0
fjun626503603,789503,2022-06-25,1,0,0
fjun626520301,789520,2022-06-25,0,1,0
fjun626520601,789520,2022-06-25,0,0,0
fjun626521103,789521,2022-06-25,0,1,0
fjun626521501,789521,2022-06-25,0,1,0
fjun626522202,789522,2022-06-25,0,1,0
fjun626522302,789522,2022-06-25,1,1,1
fjun626522501,789522,2022-06-25,0,0,0
fjun626522601,789522,2022-06-25,1,1,1
fjun626601602,789601,2022-06-25,1,0,0
fjun626603503,789603,2022-06-25,1,1,1
fjun626621503,789621,2022-06-25,1,1,1
fjun626702302,789702,2022-06-25,0,1,0
fjun626702503,789702,2022-06-25,1,0,0
fjun626702603,789702,2022-06-25,1,1,1
fjun626703402,789703,2022-06-25,1,0,0
fjun626703403,789703,2022-06-25,0,0,0
fjun626703602,789703,2022-06-25,1,1,1
fjun626720401,789720,2022-06-25,1,0,0
fjun626721503,789721,2022-06-25,1,1,1
fjun626902402,789902,2022-06-25,0,1,0
fjun626902603,789902,2022-06-25,1,1,1
fjun626903503,789903,2022-06-25,0,1,0
fjun626903603,789903,2022-06-25,1,0,0
fjun627101401,789101,2022-06-25,1,1,1
fjun627101402,789101,2022-06-25,0,1,0
fjun627102602,789102,2022-06-25,1,0,0
fjun627103602,789103,2022-06-25,1,0,0
fjun627121103,789121,2022-06-25,0,1,0
fjun627121303,789121,2022-06-25,0,0,0
fjun627121602,789121,2022-06-25,0,0,0
fjun627122402,789122,2022-06-25,0,0,0
fjun627122502,789122,2022-06-25,0,0,0
fjun627122603,789122,2022-06-25,0,0,0
fjun627201501,789201,2022-06-25,0,1,0
fjun627201602,789201,2022-06-25,1,0,0
fjun627202403,789202,2022-06-25,1,0,0
fjun627202602,789202,2022-06-25,0,1,0
fjun627203601,789203,2022-06-25,1,0,0
fjun627220602,789220,2022-06-25,1,0,0
fjun627220603,789220,2022-06-25,0,1,0
fjun627221502,789221,2022-06-25,1,1,1
fjun627301601,789301,2022-06-25,1,0,0
fjun627303603,789303,2022-06-25,1,1,1
fjun627320202,789320,2022-06-25,0,1,0
fjun627321503,789321,2022-06-25,0,0,0
fjun627401302,789401,2022-06-25,0,1,0
fjun627401602,789401,2022-06-25,1,0,0
fjun627402403,789402,2022-06-25,0,0,0
fjun627403403,789403,2022-06-25,1,1,1
fjun627420201,789420,2022-06-25,0,1,0
fjun627420202,789420,2022-06-25,1,0,0
fjun627420303,789420,2022-06-25,0,1,0
fjun627421401,789421,2022-06-25,0,0,0
fjun627421601,789421,2022-06-25,0,0,0
fjun627421603,789421,2022-06-25,1,0,0
fjun627422403,789422,2022-06-25,0,1,0
fjun627501501,789501,2022-06-25,1,0,0
fjun627503303,789503,2022-06-25,0,1,0
fjun627503501,789503,2022-06-25,1,1,1
fjun627520103,789520,2022-06-25,0,0,0
fjun627520303,789520,2022-06-25,1,0,0
fjun627520601,789520,2022-06-25,1,0,0
fjun627521103,789521,2022-06-25,0,0,0
fjun627521602,789521,2022-06-25,0,1,0
fjun627522602,789522,2022-06-25,0,1,0
fjun627601503,789601,2022-06-25,1,0,0
fjun627603503,789603,2022-06-25,0,0,0
fjun627603601,789603,2022-06-25,1,0,0
fjun627621302,789621,2022-06-25,0,1,0
fjun627621601,789621,2022-06-25,0,0,0
fjun627621602,789621,2022-06-25,1,1,1
fjun627622203,789622,2022-06-25,0,1,0
fjun627622303,789622,2022-06-25,1,1,1
fjun627622402,789622,2022-06-25,1,0,0
fjun627702602,789702,2022-06-25,1,0,0
fjun627703403,789703,2022-06-25,1,0,0
fjun627720202,789720,2022-06-25,1,0,0
fjun627720402,789720,2022-06-25,1,0,0
fjun627721401,789721,2022-06-25,1,1,1
fjun627721502,789721,2022-06-25,1,1,1
fjun627902601,789902,2022-06-25,1,1,1
fjun627903401,789903,2022-06-25,1,0,0
fjun627903602,789903,2022-06-25,0,0,0
fjun628101402,789101,2022-06-25,0,1,0
fjun628101602,789101,2022-06-25,1,0,0
fjun628102402,789102,2022-06-25,0,1,0
fjun628102403,789102,2022-06-25,1,1,1
fjun628103402,789103,2022-06-25,1,0,0
fjun628121101,789121,2022-06-25,0,0,0
fjun628121103,789121,2022-06-25,0,1,0
fjun628121303,789121,2022-06-25,0,0,0
fjun628121601,789121,2022-06-25,1,0,0
fjun628122201,789122,2022-06-25,0,0,0
fjun628122603,789122,2022-06-25,0,1,0
fjun628201502,789201,2022-06-25,1,0,0
fjun628201603,789201,2022-06-25,1,1,1
fjun628202603,789202,2022-06-25,1,1,1
fjun628203202,789203,2022-06-25,1,1,1
fjun628203203,789203,2022-06-25,0,1,0
fjun628220301,789220,2022-06-25,1,0,0
fjun628220502,789220,2022-06-25,1,1,1
fjun628221303,789221,2022-06-25,1,1,1
fjun628221601,789221,2022-06-25,1,0,0
fjun628301203,789301,2022-06-25,0,1,0
fjun628301403,789301,2022-06-25,1,0,0
fjun628303101,789303,2022-06-25,0,1,0
fjun628303403,789303,2022-06-25,0,0,0
fjun628320502,789320,2022-06-25,1,0,0
fjun628320602,789320,2022-06-25,1,0,0
fjun628321302,789321,2022-06-25,1,1,1
fjun628321601,789321,2022-06-25,0,1,0
fjun628401503,789401,2022-06-25,1,0,0
fjun628402301,789402,2022-06-25,0,1,0
fjun628402501,789402,2022-06-25,1,0,0
fjun628402603,789402,2022-06-25,0,1,0
fjun628403401,789403,2022-06-25,0,1,0
fjun628403602,789403,2022-06-25,1,1,1
fjun628420101,789420,2022-06-25,0,1,0
fjun628420303,789420,2022-06-25,1,1,1
fjun628421102,789421,2022-06-25,1,1,1
fjun628421103,789421,2022-06-25,0,0,0
fjun628421301,789421,2022-06-25,0,0,0
fjun628422302,789422,2022-06-25,0,0,0
fjun628422401,789422,2022-06-25,1,0,0
fjun628422403,789422,2022-06-25,1,1,1
fjun628422502,789422,2022-06-25,0,1,0
fjun628501203,789501,2022-06-25,0,1,0
fjun628501603,789501,2022-06-25,1,0,0
fjun628503501,789503,2022-06-25,1,1,1
fjun628520101,789520,2022-06-25,0,0,0
fjun628520503,789520,2022-06-25,0,0,0
fjun628521402,789521,2022-06-25,0,1,0
fjun628521403,789521,2022-06-25,0,1,0
fjun628522303,789522,2022-06-25,0,0,0
fjun628522502,789522,2022-06-25,0,1,0
fjun628601202,789601,2022-06-25,0,0,0
fjun628601303,789601,2022-06-25,1,0,0
fjun628601503,789601,2022-06-25,1,1,1
fjun628603301,789603,2022-06-25,0,1,0
fjun628603602,789603,2022-06-25,1,0,0
fjun628621402,789621,2022-06-25,1,0,0
fjun628622102,789622,2022-06-25,1,0,0
fjun628622303,789622,2022-06-25,0,1,0
fjun628702202,789702,2022-06-25,0,0,0
fjun628702602,789702,2022-06-25,1,0,0
fjun628703203,789703,2022-06-25,1,1,1
fjun628720501,789720,2022-06-25,1,1,1
fjun628720602,789720,2022-06-25,1,1,1
fjun628721303,789721,2022-06-25,1,1,1
fjun628902303,789902,2022-06-25,1,0,0
fjun628903202,789903,2022-06-25,1,1,1
fjun627101502,789101,2022-06-26,0,0,0
fjun627101603,789101,2022-06-26,1,0,0
fjun627102202,789102,2022-06-26,0,1,0
fjun627102401,789102,2022-06-26,1,1,1
fjun627102502,789102,2022-06-26,0,1,0
fjun627103301,789103,2022-06-26,0,0,0
fjun627103502,789103,2022-06-26,1,1,1
fjun627103503,789103,2022-06-26,1,1,1
fjun627122401,789122,2022-06-26,1,0,0
fjun627122503,789122,2022-06-26,0,1,0
fjun627201403,789201,2022-06-26,0,0,0
fjun627201502,789201,2022-06-26,0,1,0
fjun627202302,789202,2022-06-26,1,0,0
fjun627202402,789202,2022-06-26,0,0,0
fjun627203201,789203,2022-06-26,1,1,1
fjun627220102,789220,2022-06-26,0,1,0
fjun627220502,789220,2022-06-26,1,1,1
fjun627221102,789221,2022-06-26,0,0,0
fjun627221501,789221,2022-06-26,1,0,0
fjun627301401,789301,2022-06-26,0,0,0
fjun627301403,789301,2022-06-26,1,1,1
fjun627320602,789320,2022-06-26,1,1,1
fjun627321501,789321,2022-06-26,0,1,0
fjun627401301,789401,2022-06-26,1,1,1
fjun627402502,789402,2022-06-26,1,0,0
fjun627403501,789403,2022-06-26,1,1,1
fjun627403603,789403,2022-06-26,0,1,0
fjun627420203,789420,2022-06-26,0,1,0
fjun627420301,789420,2022-06-26,1,1,1
fjun627420601,789420,2022-06-26,0,0,0
fjun627421403,789421,2022-06-26,0,0,0
fjun627422501,789422,2022-06-26,0,0,0
fjun627422601,789422,2022-06-26,0,0,0
fjun627501103,789501,2022-06-26,1,1,1
fjun627501201,789501,2022-06-26,1,1,1
fjun627503601,789503,2022-06-26,1,0,0
fjun627520301,789520,2022-06-26,0,1,0
fjun627520502,789520,2022-06-26,0,0,0
fjun627520602,789520,2022-06-26,1,0,0
fjun627521101,789521,2022-06-26,0,1,0
fjun627522102,789522,2022-06-26,1,1,1
fjun627522202,789522,2022-06-26,0,1,0
fjun627522203,789522,2022-06-26,0,1,0
fjun627601201,789601,2022-06-26,1,0,0
fjun627601202,789601,2022-06-26,0,0,0
fjun627601601,789601,2022-06-26,1,0,0
fjun627603602,789603,2022-06-26,1,0,0
fjun627621101,789621,2022-06-26,1,0,0
fjun627622501,789622,2022-06-26,1,0,0
fjun627702402,789702,2022-06-26,1,1,1
fjun627703303,789703,2022-06-26,0,1,0
fjun627703603,789703,2022-06-26,1,1,1
fjun627720102,789720,2022-06-26,0,1,0
fjun627720603,789720,2022-06-26,1,0,0
fjun627721203,789721,2022-06-26,1,0,0
fjun627902402,789902,2022-06-26,1,0,0
fjun627903201,789903,2022-06-26,1,0,0
fjun628101301,789101,2022-06-26,1,0,0
fjun628101403,789101,2022-06-26,0,1,0
fjun628102401,789102,2022-06-26,1,0,0
fjun628103603,789103,2022-06-26,1,0,0
fjun628121401,789121,2022-06-26,1,1,1
fjun628121501,789121,2022-06-26,0,1,0
fjun628121602,789121,2022-06-26,0,0,0
fjun628122302,789122,2022-06-26,1,0,0
fjun628122601,789122,2022-06-26,0,0,0
fjun628201302,789201,2022-06-26,1,1,1
fjun628201303,789201,2022-06-26,0,1,0
fjun628201601,789201,2022-06-26,1,0,0
fjun628203102,789203,2022-06-26,1,0,0
fjun628203502,789203,2022-06-26,1,1,1
fjun628203601,789203,2022-06-26,0,1,0
fjun628220501,789220,2022-06-26,1,1,1
fjun628221502,789221,2022-06-26,1,0,0
fjun628301501,789301,2022-06-26,1,0,0
fjun628303102,789303,2022-06-26,0,0,0
fjun628303501,789303,2022-06-26,1,1,1
fjun628303503,789303,2022-06-26,0,0,0
fjun628320402,789320,2022-06-26,1,1,1
fjun628320601,789320,2022-06-26,0,0,0
fjun628321502,789321,2022-06-26,1,1,1
fjun628321603,789321,2022-06-26,1,1,1
fjun628401203,789401,2022-06-26,0,1,0
fjun628401601,789401,2022-06-26,1,0,0
fjun628402101,789402,2022-06-26,1,1,1
fjun628421502,789421,2022-06-26,0,0,0
fjun628421503,789421,2022-06-26,0,1,0
fjun628421603,789421,2022-06-26,1,1,1
fjun628501501,789501,2022-06-26,1,1,1
fjun628520102,789520,2022-06-26,0,0,0
fjun628520201,789520,2022-06-26,0,0,0
fjun628521203,789521,2022-06-26,0,1,0
fjun628521503,789521,2022-06-26,0,0,0
fjun628522202,789522,2022-06-26,0,1,0
fjun628522302,789522,2022-06-26,0,1,0
fjun628522401,789522,2022-06-26,1,1,1
fjun628522503,789522,2022-06-26,1,1,1
fjun628601403,789601,2022-06-26,1,0,0
fjun628601603,789601,2022-06-26,0,0,0
fjun628603603,789603,2022-06-26,1,0,0
fjun628621401,789621,2022-06-26,1,1,1
fjun628621503,789621,2022-06-26,0,1,0
fjun628622501,789622,2022-06-26,1,1,1
fjun628702203,789702,2022-06-26,1,1,1
fjun628703602,789703,2022-06-26,1,0,0
fjun628720502,789720,2022-06-26,1,0,0
fjun628721201,789721,2022-06-26,1,1,1
fjun628721502,789721,2022-06-26,0,1,0
fjun628721603,789721,2022-06-26,1,1,1
fjun628902402,789902,2022-06-26,1,1,1
fjun628903603,789903,2022-06-26,1,0,0
fjun629101501,789101,2022-06-26,1,0,0
fjun629102602,789102,2022-06-26,1,1,1
fjun629103602,789103,2022-06-26,0,1,0
fjun629121402,789121,2022-06-26,0,1,0
fjun629121501,789121,2022-06-26,0,1,0
fjun629122502,789122,2022-06-26,1,0,0
fjun629201501,789201,2022-06-26,1,1,1
fjun629202201,789202,2022-06-26,0,1,0
fjun629202603,789202,2022-06-26,1,0,0
fjun629203303,789203,2022-06-26,1,1,1
fjun629203502,789203,2022-06-26,0,1,0
fjun629220401,789220,2022-06-26,0,0,0
fjun629220403,789220,2022-06-26,1,1,1
fjun629221501,789221,2022-06-26,1,1,1
fjun629301303,789301,2022-06-26,1,0,0
fjun629303202,789303,2022-06-26,0,0,0
fjun629303401,789303,2022-06-26,1,1,1
fjun629320303,789320,2022-06-26,1,0,0
fjun629321502,789321,2022-06-26,1,1,1
fjun629401602,789401,2022-06-26,1,0,0
fjun629401603,789401,2022-06-26,0,0,0
fjun629402402,789402,2022-06-26,1,1,1
fjun629402601,789402,2022-06-26,1,1,1
fjun629403201,789403,2022-06-26,1,1,1
fjun629403602,789403,2022-06-26,1,0,0
fjun629420503,789420,2022-06-26,0,1,0
fjun629421402,789421,2022-06-26,1,0,0
fjun629421502,789421,2022-06-26,0,0,0
fjun629421602,789421,2022-06-26,0,0,0
fjun629422103,789422,2022-06-26,1,1,1
fjun629422203,789422,2022-06-26,0,1,0
fjun629422503,789422,2022-06-26,0,0,0
fjun629501202,789501,2022-06-26,0,0,0
fjun629501401,789501,2022-06-26,1,0,0
fjun629501502,789501,2022-06-26,0,1,0
fjun629503103,789503,2022-06-26,0,1,0
fjun629503403,789503,2022-06-26,1,1,1
fjun629520202,789520,2022-06-26,0,0,0
fjun629520501,789520,2022-06-26,0,0,0
fjun629521303,789521,2022-06-26,0,1,0
fjun629521501,789521,2022-06-26,0,0,0
fjun629522303,789522,2022-06-26,0,1,0
fjun629601503,789601,2022-06-26,0,1,0
fjun629601601,789601,2022-06-26,0,1,0
fjun629601602,789601,2022-06-26,0,0,0
fjun629603601,789603,2022-06-26,1,1,1
fjun629621201,789621,2022-06-26,0,1,0
fjun629621602,789621,2022-06-26,1,0,0
fjun629622601,789622,2022-06-26,1,0,0
fjun629702502,789702,2022-06-26,1,0,0
fjun629703403,789703,2022-06-26,1,0,0
fjun629720503,789720,2022-06-26,1,0,0
fjun629721402,789721,2022-06-26,1,1,1
fjun629902603,789902,2022-06-26,1,1,1
fjun629903103,789903,2022-06-26,0,0,0
fjun628102501,789102,2022-06-27,1,1,1
fjun628102503,789102,2022-06-27,1,0,0
fjun628103201,789103,2022-06-27,0,0,0
fjun628103501,789103,2022-06-27,1,0,0
fjun628121301,789121,2022-06-27,0,1,0
fjun628121603,789121,2022-06-27,0,0,0
fjun628122202,789122,2022-06-27,1,0,0
fjun628122502,789122,2022-06-27,1,0,0
fjun628201102,789201,2022-06-27,1,1,1
fjun628201402,789201,2022-06-27,0,0,0
fjun628202601,789202,2022-06-27,1,1,1
fjun628203103,789203,2022-06-27,1,0,0
fjun628203501,789203,2022-06-27,0,1,0
fjun628220403,789220,2022-06-27,0,0,0
fjun628221202,789221,2022-06-27,1,0,0
fjun628301602,789301,2022-06-27,1,0,0
fjun628303202,789303,2022-06-27,1,1,1
fjun628303602,789303,2022-06-27,1,0,0
fjun628320303,789320,2022-06-27,1,1,1
fjun628320401,789320,2022-06-27,1,0,0
fjun628320603,789320,2022-06-27,0,1,0
fjun628321102,789321,2022-06-27,0,1,0
fjun628321201,789321,2022-06-27,1,1,1
fjun628401502,789401,2022-06-27,1,1,1
fjun628402402,789402,2022-06-27,1,1,1
fjun628403302,789403,2022-06-27,0,1,0
fjun628403303,789403,2022-06-27,1,1,1
fjun628420203,789420,2022-06-27,0,1,0
fjun628420501,789420,2022-06-27,0,0,0
fjun628421203,789421,2022-06-27,0,0,0
fjun628421602,789421,2022-06-27,0,0,0
fjun628422201,789422,2022-06-27,0,1,0
fjun628422303,789422,2022-06-27,0,1,0
fjun628422603,789422,2022-06-27,0,1,0
fjun628501202,789501,2022-06-27,0,1,0
fjun628501302,789501,2022-06-27,1,1,1
fjun628503102,789503,2022-06-27,0,1,0
fjun628503303,789503,2022-06-27,0,1,0
fjun628503603,789503,2022-06-27,1,0,0
fjun628520602,789520,2022-06-27,1,0,0
fjun628521401,789521,2022-06-27,1,1,1
fjun628522301,789522,2022-06-27,0,1,0
fjun628522402,789522,2022-06-27,0,1,0
fjun628601101,789601,2022-06-27,1,0,0
fjun628603503,789603,2022-06-27,1,0,0
fjun628621603,789621,2022-06-27,1,0,0
fjun628622403,789622,2022-06-27,1,1,1
fjun628702303,789702,2022-06-27,0,0,0
fjun628702503,789702,2022-06-27,1,0,0
fjun628703501,789703,2022-06-27,1,0,0
fjun628703503,789703,2022-06-27,0,1,0
fjun628703601,789703,2022-06-27,0,1,0
fjun628720103,789720,2022-06-27,1,1,1
fjun628902101,789902,2022-06-27,1,0,0
fjun628902502,789902,2022-06-27,1,0,0
fjun628903502,789903,2022-06-27,1,1,1
fjun628903602,789903,2022-06-27,0,0,0
fjun629101403,789101,2022-06-27,1,1,1
fjun629101503,789101,2022-06-27,0,1,0
fjun629101601,789101,2022-06-27,1,1,1
fjun629102102,789102,2022-06-27,0,1,0
fjun629102403,789102,2022-06-27,1,0,0
fjun629103601,789103,2022-06-27,1,0,0
fjun629121201,789121,2022-06-27,1,1,1
fjun629121601,789121,2022-06-27,0,0,0
fjun629122102,789122,2022-06-27,0,1,0
fjun629122203,789122,2022-06-27,0,0,0
fjun629122301,789122,2022-06-27,1,0,0
fjun629122601,789122,2022-06-27,0,0,0
fjun629201502,789201,2022-06-27,1,1,1
fjun629202102,789202,2022-06-27,1,1,1
fjun629202403,789202,2022-06-27,0,1,0
fjun629203302,789203,2022-06-27,1,0,0
fjun629220603,789220,2022-06-27,1,0,0
fjun629221202,789221,2022-06-27,0,1,0
fjun629221302,789221,2022-06-27,1,1,1
fjun629221601,789221,2022-06-27,1,0,0
fjun629301601,789301,2022-06-27,1,1,1
fjun629301602,789301,2022-06-27,0,0,0
fjun629303201,789303,2022-06-27,1,1,1
fjun629303302,789303,2022-06-27,0,1,0
fjun629320403,789320,2022-06-27,1,1,1
fjun629321603,789321,2022-06-27,1,0,0
fjun629401503,789401,2022-06-27,1,1,1
fjun629402203,789402,2022-06-27,0,0,0
fjun629402603,789402,2022-06-27,1,1,1
fjun629403401,789403,2022-06-27,1,0,0
fjun629403503,789403,2022-06-27,0,1,0
fjun629420303,789420,2022-06-27,0,0,0
fjun629420502,789420,2022-06-27,0,1,0
fjun629421302,789421,2022-06-27,1,0,0
fjun629421401,789421,2022-06-27,0,0,0
fjun629421501,789421,2022-06-27,0,0,0
fjun629421603,789421,2022-06-27,0,1,0
fjun629422201,789422,2022-06-27,0,1,0
fjun629422302,789422,2022-06-27,0,0,0
fjun629422401,789422,2022-06-27,1,1,1
fjun629501602,789501,2022-06-27,1,1,1
fjun629503502,789503,2022-06-27,1,1,1
fjun629520303,789520,2022-06-27,0,0,0
fjun629520403,789520,2022-06-27,0,0,0
fjun629521502,789521,2022-06-27,0,0,0
fjun629521601,789521,2022-06-27,0,1,0
fjun629601301,789601,2022-06-27,0,1,0
fjun629601401,789601,2022-06-27,1,1,1
fjun629601502,789601,2022-06-27,0,1,0
fjun629603302,789603,2022-06-27,1,1,1
fjun629603603,789603,2022-06-27,1,1,1
fjun629621202,789621,2022-06-27,1,0,0
fjun629622103,789622,2022-06-27,1,1,1
fjun629622301,789622,2022-06-27,0,1,0
fjun629622602,789622,2022-06-27,1,1,1
fjun629622603,789622,2022-06-27,0,1,0
fjun629702401,789702,2022-06-27,1,0,0
fjun629702501,789702,2022-06-27,1,0,0
fjun629703502,789703,2022-06-27,0,0,0
fjun629703602,789703,2022-06-27,1,1,1
fjun629720501,789720,2022-06-27,1,0,0
fjun629721603,789721,2022-06-27,1,0,0
fjun629902102,789902,2022-06-27,1,1,1
fjun629903202,789903,2022-06-27,1,0,0
fjun629903403,789903,2022-06-27,0,0,0
fjun630102101,789102,2022-06-27,1,1,1
fjun630102403,789102,2022-06-27,0,1,0
fjun630103602,789103,2022-06-27,0,0,0
fjun630121201,789121,2022-06-27,0,1,0
fjun630121503,789121,2022-06-27,0,1,0
fjun630121603,789121,2022-06-27,1,0,0
fjun630122301,789122,2022-06-27,0,0,0
fjun630122601,789122,2022-06-27,0,1,0
fjun630201402,789201,2022-06-27,1,0,0
fjun630202201,789202,2022-06-27,0,0,0
fjun630202402,789202,2022-06-27,0,0,0
fjun630203102,789203,2022-06-27,0,1,0
fjun630203602,789203,2022-06-27,1,0,0
fjun630220503,789220,2022-06-27,1,1,1
fjun630221503,789221,2022-06-27,1,1,1
fjun630301502,789301,2022-06-27,1,1,1
fjun630303301,789303,2022-06-27,1,1,1
fjun630303601,789303,2022-06-27,0,1,0
fjun630320603,789320,2022-06-27,1,1,1
fjun630321601,789321,2022-06-27,1,1,1
fjun630321603,789321,2022-06-27,1,0,0
fjun630401401,789401,2022-06-27,1,0,0
fjun630402602,789402,2022-06-27,0,0,0
fjun630402603,789402,2022-06-27,1,0,0
fjun630403502,789403,2022-06-27,1,0,0
fjun630420202,789420,2022-06-27,0,0,0
fjun630420503,789420,2022-06-27,1,1,1
fjun630421101,789421,2022-06-27,0,0,0
fjun630421403,789421,2022-06-27,1,0,0
fjun630422203,789422,2022-06-27,0,0,0
fjun630422401,789422,2022-06-27,0,1,0
fjun630422503,789422,2022-06-27,1,0,0
fjun630422601,789422,2022-06-27,0,0,0
fjun630501603,789501,2022-06-27,1,1,1
fjun630503203,789503,2022-06-27,0,0,0
fjun630503601,789503,2022-06-27,1,0,0
fjun630520303,789520,2022-06-27,0,1,0
fjun630520401,789520,2022-06-27,0,0,0
fjun630521603,789521,2022-06-27,0,1,0
fjun630522101,789522,2022-06-27,0,1,0
fjun630522203,789522,2022-06-27,0,0,0
fjun630522503,789522,2022-06-27,0,1,0
fjun630601402,789601,2022-06-27,1,0,0
fjun630603303,789603,2022-06-27,0,1,0
fjun630603402,789603,2022-06-27,1,0,0
fjun630603502,789603,2022-06-27,1,1,1
fjun630621602,789621,2022-06-27,1,1,1
fjun630622602,789622,2022-06-27,1,0,0
fjun630702302,789702,2022-06-27,1,0,0
fjun630703202,789703,2022-06-27,1,1,1
fjun630720201,789720,2022-06-27,1,0,0
fjun630720202,789720,2022-06-27,0,1,0
fjun630720203,789720,2022-06-27,0,1,0
fjun630720302,789720,2022-06-27,0,1,0
fjun630721301,789721,2022-06-27,1,1,1
fjun630721403,789721,2022-06-27,1,1,1
fjun630902503,789902,2022-06-27,1,0,0
fjun630903301,789903,2022-06-27,0,1,0
fjun630903603,789903,2022-06-27,1,0,0
